"","ST","STATE","OCC_TITLE","A_MEAN","Year","A_ADJ"
"763","AK","Alaska","Financial Managers",111010,2016,96003
"784","AK","Alaska","Business and Financial Operations Occupations",77580,2016,67092
"802","AK","Alaska","Financial Analysts",98120,2016,84855
"803","AK","Alaska","Personal Financial Advisors",104460,2016,90338
"8101","AK","Alaska","Computer and Mathematical Occupations",82860,2016,71658
"8113","AK","Alaska","Computer Systems Analysts",80770,2016,69851
"8131","AK","Alaska","Computer Programmers",90640,2016,78387
"8141","AK","Alaska","Software Developers, Applications",119120,2016,103016
"8151","AK","Alaska","Software Developers, Systems Software",NA,2016,NA
"816","AK","Alaska","Web Developers",57110,2016,49389
"817","AK","Alaska","Database Administrators",77820,2016,67300
"818","AK","Alaska","Network and Computer Systems Administrators",85190,2016,73673
"8231","AK","Alaska","Operations Research Analysts",89740,2016,77608
"8241","AK","Alaska","Statisticians",86010,2016,74383
"1152","AK","Alaska","Data Entry Keyers",37260,2016,32223
"1321","AZ","Arizona","Computer and Information Systems Managers",136310,2016,129401
"1322","AZ","Arizona","Financial Managers",113520,2016,107766
"1347","AZ","Arizona","Business and Financial Operations Occupations",66140,2016,62788
"1369","AZ","Arizona","Financial Analysts",74840,2016,71047
"1370","AZ","Arizona","Personal Financial Advisors",104210,2016,98928
"1378","AZ","Arizona","Computer and Mathematical Occupations",80250,2016,76183
"1379","AZ","Arizona","Computer and Information Research Scientists",108900,2016,103381
"1380","AZ","Arizona","Computer Systems Analysts",89250,2016,84726
"1382","AZ","Arizona","Computer Programmers",79970,2016,75917
"1383","AZ","Arizona","Software Developers, Applications",92650,2016,87954
"13841","AZ","Arizona","Software Developers, Systems Software",98440,2016,93451
"13851","AZ","Arizona","Web Developers",68750,2016,65265
"13862","AZ","Arizona","Database Administrators",81290,2016,77170
"13871","AZ","Arizona","Network and Computer Systems Administrators",80580,2016,76496
"13931","AZ","Arizona","Operations Research Analysts",67480,2016,64060
"1394","AZ","Arizona","Statisticians",74480,2016,70705
"1819","AZ","Arizona","Data Entry Keyers",30120,2016,28593
"1827","AZ","Arizona","Statistical Assistants",36340,2016,34498
"2074","AR","Arkansas","Computer and Information Systems Managers",112320,2016,117363
"2075","AR","Arkansas","Financial Managers",97940,2016,102337
"2099","AR","Arkansas","Business and Financial Operations Occupations",61740,2016,64512
"2120","AR","Arkansas","Financial Analysts",68590,2016,71670
"2121","AR","Arkansas","Personal Financial Advisors",104410,2016,109098
"21291","AR","Arkansas","Computer and Mathematical Occupations",67230,2016,70249
"21301","AR","Arkansas","Computer Systems Analysts",67600,2016,70635
"2132","AR","Arkansas","Computer Programmers",72040,2016,75275
"2133","AR","Arkansas","Software Developers, Applications",86890,2016,90791
"2134","AR","Arkansas","Software Developers, Systems Software",71890,2016,75118
"2135","AR","Arkansas","Web Developers",57590,2016,60176
"2136","AR","Arkansas","Database Administrators",76470,2016,79903
"2137","AR","Arkansas","Network and Computer Systems Administrators",69320,2016,72432
"21431","AR","Arkansas","Operations Research Analysts",61360,2016,64115
"21441","AR","Arkansas","Statisticians",60760,2016,63488
"2530","AR","Arkansas","Data Entry Keyers",28130,2016,29393
"2537","AR","Arkansas","Statistical Assistants",49660,2016,51890
"2780","CA","California","Computer and Information Systems Managers",169420,2016,136439
"2781","CA","California","Financial Managers",152650,2016,122933
"2806","CA","California","Business and Financial Operations Occupations",82910,2016,66770
"2830","CA","California","Financial Analysts",109650,2016,88304
"2831","CA","California","Personal Financial Advisors",143570,2016,115621
"2839","CA","California","Computer and Mathematical Occupations",102970,2016,82925
"2840","CA","California","Computer and Information Research Scientists",125620,2016,101165
"2841","CA","California","Computer Systems Analysts",101440,2016,81692
"2843","CA","California","Computer Programmers",92380,2016,74396
"2844","CA","California","Software Developers, Applications",120710,2016,97211
"2845","CA","California","Software Developers, Systems Software",128800,2016,103726
"28461","CA","California","Web Developers",82930,2016,66786
"28471","CA","California","Database Administrators",93960,2016,75669
"28481","CA","California","Network and Computer Systems Administrators",94520,2016,76120
"2855","CA","California","Operations Research Analysts",91800,2016,73929
"28561","CA","California","Statisticians",88350,2016,71151
"3308","CA","California","Data Entry Keyers",32800,2016,26415
"3316","CA","California","Statistical Assistants",54270,2016,43705
"3608","CO","Colorado","Computer and Information Systems Managers",159210,2016,140889
"3609","CO","Colorado","Financial Managers",159070,2016,140765
"3634","CO","Colorado","Business and Financial Operations Occupations",76810,2016,67971
"3657","CO","Colorado","Financial Analysts",112000,2016,99112
"3658","CO","Colorado","Personal Financial Advisors",115580,2016,102280
"3666","CO","Colorado","Computer and Mathematical Occupations",94320,2016,83466
"3667","CO","Colorado","Computer and Information Research Scientists",99240,2016,87820
"3668","CO","Colorado","Computer Systems Analysts",95690,2016,84678
"3670","CO","Colorado","Computer Programmers",95730,2016,84714
"3671","CO","Colorado","Software Developers, Applications",105640,2016,93483
"3672","CO","Colorado","Software Developers, Systems Software",120860,2016,106952
"3673","CO","Colorado","Web Developers",64510,2016,57086
"3674","CO","Colorado","Database Administrators",94810,2016,83900
"36752","CO","Colorado","Network and Computer Systems Administrators",83470,2016,73865
"3682","CO","Colorado","Operations Research Analysts",87310,2016,77263
"3683","CO","Colorado","Statisticians",81860,2016,72440
"4111","CO","Colorado","Data Entry Keyers",35030,2016,30999
"4119","CO","Colorado","Statistical Assistants",47610,2016,42131
"4377","CT","Connecticut","Computer and Information Systems Managers",144480,2016,121385
"4378","CT","Connecticut","Financial Managers",153180,2016,128694
"4402","CT","Connecticut","Business and Financial Operations Occupations",81620,2016,68573
"4425","CT","Connecticut","Financial Analysts",104880,2016,88115
"4426","CT","Connecticut","Personal Financial Advisors",133210,2016,111916
"4434","CT","Connecticut","Computer and Mathematical Occupations",89440,2016,75143
"4435","CT","Connecticut","Computer and Information Research Scientists",117480,2016,98701
"4436","CT","Connecticut","Computer Systems Analysts",94760,2016,79613
"4438","CT","Connecticut","Computer Programmers",82210,2016,69069
"4439","CT","Connecticut","Software Developers, Applications",100620,2016,84536
"4440","CT","Connecticut","Software Developers, Systems Software",103320,2016,86804
"4441","CT","Connecticut","Web Developers",73970,2016,62146
"4442","CT","Connecticut","Database Administrators",92420,2016,77647
"4443","CT","Connecticut","Network and Computer Systems Administrators",89080,2016,74840
"4449","CT","Connecticut","Operations Research Analysts",86670,2016,72816
"4450","CT","Connecticut","Statisticians",109060,2016,91627
"4858","CT","Connecticut","Data Entry Keyers",38530,2016,32371
"4866","CT","Connecticut","Statistical Assistants",67280,2016,56525
"5092","DE","Delaware","Computer and Information Systems Managers",161360,2016,146774
"5093","DE","Delaware","Financial Managers",167750,2016,152586
"5115","DE","Delaware","Business and Financial Operations Occupations",76220,2016,69330
"51341","DE","Delaware","Financial Analysts",85530,2016,77798
"51351","DE","Delaware","Personal Financial Advisors",123680,2016,112500
"5143","DE","Delaware","Computer and Mathematical Occupations",92730,2016,84348
"5144","DE","Delaware","Computer and Information Research Scientists",93970,2016,85475
"5145","DE","Delaware","Computer Systems Analysts",94720,2016,86158
"5147","DE","Delaware","Computer Programmers",86200,2016,78408
"5148","DE","Delaware","Software Developers, Applications",100290,2016,91224
"5149","DE","Delaware","Software Developers, Systems Software",116750,2016,106196
"5150","DE","Delaware","Web Developers",79090,2016,71941
"5151","DE","Delaware","Database Administrators",91380,2016,83120
"5152","DE","Delaware","Network and Computer Systems Administrators",81120,2016,73787
"5158","DE","Delaware","Operations Research Analysts",91710,2016,83420
"5159","DE","Delaware","Statisticians",112500,2016,102330
"5480","DE","Delaware","Data Entry Keyers",29520,2016,26851
"5654","DC","District of Columbia","Computer and Information Systems Managers",158450,2016,123678
"5655","DC","District of Columbia","Financial Managers",157530,2016,122960
"5676","DC","District of Columbia","Business and Financial Operations Occupations",95700,2016,74699
"5698","DC","District of Columbia","Financial Analysts",103900,2016,81099
"5699","DC","District of Columbia","Personal Financial Advisors",135130,2016,105476
"5705","DC","District of Columbia","Computer and Mathematical Occupations",103580,2016,80849
"5706","DC","District of Columbia","Computer and Information Research Scientists",123490,2016,96390
"5707","DC","District of Columbia","Computer Systems Analysts",101240,2016,79023
"5709","DC","District of Columbia","Computer Programmers",96070,2016,74987
"57101","DC","District of Columbia","Software Developers, Applications",112040,2016,87453
"5711","DC","District of Columbia","Software Developers, Systems Software",107640,2016,84018
"5712","DC","District of Columbia","Web Developers",86730,2016,67697
"5713","DC","District of Columbia","Database Administrators",101380,2016,79132
"5714","DC","District of Columbia","Network and Computer Systems Administrators",96290,2016,75159
"5721","DC","District of Columbia","Operations Research Analysts",115000,2016,89763
"5722","DC","District of Columbia","Statisticians",104680,2016,81708
"6063","DC","District of Columbia","Data Entry Keyers",37490,2016,29263
"6071","DC","District of Columbia","Statistical Assistants",54450,2016,42501
"6177","FL","Florida","Computer and Information Systems Managers",136560,2016,125339
"6178","FL","Florida","Financial Managers",141300,2016,129690
"6203","FL","Florida","Business and Financial Operations Occupations",68100,2016,62504
"6226","FL","Florida","Financial Analysts",76190,2016,69930
"6227","FL","Florida","Personal Financial Advisors",123690,2016,113527
"6235","FL","Florida","Computer and Mathematical Occupations",74480,2016,68360
"62361","FL","Florida","Computer and Information Research Scientists",101050,2016,92747
"6237","FL","Florida","Computer Systems Analysts",82830,2016,76024
"6239","FL","Florida","Computer Programmers",75700,2016,69480
"6240","FL","Florida","Software Developers, Applications",88300,2016,81044
"6241","FL","Florida","Software Developers, Systems Software",99460,2016,91287
"6242","FL","Florida","Web Developers",62320,2016,57199
"6243","FL","Florida","Database Administrators",83230,2016,76391
"6244","FL","Florida","Network and Computer Systems Administrators",80920,2016,74271
"6251","FL","Florida","Operations Research Analysts",64750,2016,59430
"6252","FL","Florida","Statisticians",69180,2016,63496
"6696","FL","Florida","Data Entry Keyers",29360,2016,26948
"6704","FL","Florida","Statistical Assistants",40670,2016,37328
"6983","GA","Georgia","Computer and Information Systems Managers",136060,2016,134185
"6984","GA","Georgia","Financial Managers",140860,2016,138919
"7007","GA","Georgia","Business and Financial Operations Occupations",71300,2016,70318
"7030","GA","Georgia","Financial Analysts",79210,2016,78119
"7031","GA","Georgia","Personal Financial Advisors",121560,2016,119885
"7039","GA","Georgia","Computer and Mathematical Occupations",85800,2016,84618
"7040","GA","Georgia","Computer and Information Research Scientists",99230,2016,97863
"7041","GA","Georgia","Computer Systems Analysts",92310,2016,91038
"7043","GA","Georgia","Computer Programmers",88830,2016,87606
"7044","GA","Georgia","Software Developers, Applications",101720,2016,100319
"7045","GA","Georgia","Software Developers, Systems Software",97400,2016,96058
"7046","GA","Georgia","Web Developers",77250,2016,76186
"7047","GA","Georgia","Database Administrators",88440,2016,87222
"7048","GA","Georgia","Network and Computer Systems Administrators",87100,2016,85900
"7054","GA","Georgia","Operations Research Analysts",63440,2016,62566
"7055","GA","Georgia","Statisticians",86110,2016,84924
"7480","GA","Georgia","Data Entry Keyers",30480,2016,30060
"7488","GA","Georgia","Statistical Assistants",48530,2016,47861
"7761","HI","Hawaii","Computer and Information Systems Managers",113760,2016,87450
"7762","HI","Hawaii","Financial Managers",104060,2016,79993
"7784","HI","Hawaii","Business and Financial Operations Occupations",65610,2016,50436
